template_id,text,category,sentiment_base,editable,notes
384,RiberCoin subindo e meu coração também ❤️📈,memes,0.53,SIM,Template de memes - edite o texto como quiser
385,Segunda-feira em Ribeirania: café e caos ☕🔥,memes,-0.0,SIM,Template de memes - edite o texto como quiser
386,Cada dia mais convencido que o tempo aqui passa em 2x speed ⏩,memes,-0.1,SIM,Template de memes - edite o texto como quiser
387,"Depois do festival de música, minha energia social acabou 🎶😵",memes,0.01,SIM,Template de memes - edite o texto como quiser
388,"Vida de investidor em RBC: pump, crash, pump, crash... emoção todo dia 🎢",memes,0.04,SIM,Template de memes - edite o texto como quiser
389,Natal em Ribeirania e eu ainda esperando o bônus cair 🎁,memes,-0.2,SIM,Template de memes - edite o texto como quiser
390,Grinch 1 x 0 Espírito Natalino 💔,memes,0.36,SIM,Template de memes - edite o texto como quiser
391,Grinch invadiu Ribeirânia e levou meu 13º junto 💀,memes,0.56,SIM,Template de memes - edite o texto como quiser
392,Quando o pump da RiberCoin é real e você não comprou 😭,memes,-0.0,SIM,Template de memes - edite o texto como quiser
393,BanBan Açaí salvando minha carteira depois do crash 😂,memes,0.49,SIM,Template de memes - edite o texto como quiser
394,Eu tentando entender o mercado cripto depois da crise hídrica 🤡,memes,-0.08,SIM,Template de memes - edite o texto como quiser
395,POV: você em Ribeirania tentando achar água 💧💧💧,memes,0.49,SIM,Template de memes - edite o texto como quiser
396,Ninguém: absolutamente ninguém: Grinch invadindo o Natal 🎄💚,memes,0.07,SIM,Template de memes - edite o texto como quiser
397,Quando o RiberTech Hub abriu e eu ainda não tenho startup 😭,memes,0.54,SIM,Template de memes - edite o texto como quiser
398,"Acordei achando que ia ser um dia normal, mas o Grinch chegou 🫠",memes,0.12,SIM,Template de memes - edite o texto como quiser
399,RiberCoin subindo e meu coração também ❤️📈,memes,0.23,SIM,Template de memes - edite o texto como quiser
400,Segunda-feira em Ribeirania: café e caos ☕🔥,memes,0.02,SIM,Template de memes - edite o texto como quiser
401,Cada dia mais convencido que o tempo aqui passa em 2x speed ⏩,memes,0.48,SIM,Template de memes - edite o texto como quiser
402,"Depois do festival de música, minha energia social acabou 🎶😵",memes,0.27,SIM,Template de memes - edite o texto como quiser
403,"Vida de investidor em RBC: pump, crash, pump, crash... emoção todo dia 🎢",memes,0.05,SIM,Template de memes - edite o texto como quiser
404,Natal em Ribeirania e eu ainda esperando o bônus cair 🎁,memes,-0.19,SIM,Template de memes - edite o texto como quiser
405,Grinch 1 x 0 Espírito Natalino 💔,memes,-0.09,SIM,Template de memes - edite o texto como quiser
406,Grinch invadiu Ribeirânia e levou meu 13º junto 💀,memes,0.45,SIM,Template de memes - edite o texto como quiser
407,Quando o pump da RiberCoin é real e você não comprou 😭,memes,0.28,SIM,Template de memes - edite o texto como quiser
408,BanBan Açaí salvando minha carteira depois do crash 😂,memes,-0.05,SIM,Template de memes - edite o texto como quiser
409,Eu tentando entender o mercado cripto depois da crise hídrica 🤡,memes,0.28,SIM,Template de memes - edite o texto como quiser
410,POV: você em Ribeirania tentando achar água 💧💧💧,memes,0.32,SIM,Template de memes - edite o texto como quiser
411,Ninguém: absolutamente ninguém: Grinch invadindo o Natal 🎄💚,memes,0.53,SIM,Template de memes - edite o texto como quiser
412,Quando o RiberTech Hub abriu e eu ainda não tenho startup 😭,memes,0.41,SIM,Template de memes - edite o texto como quiser
413,"Acordei achando que ia ser um dia normal, mas o Grinch chegou 🫠",memes,0.58,SIM,Template de memes - edite o texto como quiser
414,RiberCoin subindo e meu coração também ❤️📈,memes,0.08,SIM,Template de memes - edite o texto como quiser
415,Segunda-feira em Ribeirania: café e caos ☕🔥,memes,-0.14,SIM,Template de memes - edite o texto como quiser
416,Cada dia mais convencido que o tempo aqui passa em 2x speed ⏩,memes,0.04,SIM,Template de memes - edite o texto como quiser
417,"Depois do festival de música, minha energia social acabou 🎶😵",memes,-0.13,SIM,Template de memes - edite o texto como quiser
418,"Vida de investidor em RBC: pump, crash, pump, crash... emoção todo dia 🎢",memes,0.29,SIM,Template de memes - edite o texto como quiser
419,Natal em Ribeirania e eu ainda esperando o bônus cair 🎁,memes,0.36,SIM,Template de memes - edite o texto como quiser
420,Grinch 1 x 0 Espírito Natalino 💔,memes,0.44,SIM,Template de memes - edite o texto como quiser
421,Grinch invadiu Ribeirânia e levou meu 13º junto 💀,memes,0.37,SIM,Template de memes - edite o texto como quiser
422,Quando o pump da RiberCoin é real e você não comprou 😭,memes,0.0,SIM,Template de memes - edite o texto como quiser
423,BanBan Açaí salvando minha carteira depois do crash 😂,memes,-0.08,SIM,Template de memes - edite o texto como quiser
424,Eu tentando entender o mercado cripto depois da crise hídrica 🤡,memes,0.56,SIM,Template de memes - edite o texto como quiser
425,POV: você em Ribeirania tentando achar água 💧💧💧,memes,0.25,SIM,Template de memes - edite o texto como quiser
426,Ninguém: absolutamente ninguém: Grinch invadindo o Natal 🎄💚,memes,-0.11,SIM,Template de memes - edite o texto como quiser
427,Quando o RiberTech Hub abriu e eu ainda não tenho startup 😭,memes,0.03,SIM,Template de memes - edite o texto como quiser
428,"Acordei achando que ia ser um dia normal, mas o Grinch chegou 🫠",memes,-0.05,SIM,Template de memes - edite o texto como quiser
429,RiberCoin subindo e meu coração também ❤️📈,memes,0.49,SIM,Template de memes - edite o texto como quiser
430,Segunda-feira em Ribeirania: café e caos ☕🔥,memes,0.24,SIM,Template de memes - edite o texto como quiser
431,Cada dia mais convencido que o tempo aqui passa em 2x speed ⏩,memes,0.39,SIM,Template de memes - edite o texto como quiser
432,"Depois do festival de música, minha energia social acabou 🎶😵",memes,0.38,SIM,Template de memes - edite o texto como quiser
433,"Vida de investidor em RBC: pump, crash, pump, crash... emoção todo dia 🎢",memes,-0.05,SIM,Template de memes - edite o texto como quiser
434,Natal em Ribeirania e eu ainda esperando o bônus cair 🎁,memes,0.51,SIM,Template de memes - edite o texto como quiser
435,Grinch 1 x 0 Espírito Natalino 💔,memes,0.49,SIM,Template de memes - edite o texto como quiser
436,Grinch invadiu Ribeirânia e levou meu 13º junto 💀,memes,-0.04,SIM,Template de memes - edite o texto como quiser
437,Quando o pump da RiberCoin é real e você não comprou 😭,memes,0.02,SIM,Template de memes - edite o texto como quiser
438,BanBan Açaí salvando minha carteira depois do crash 😂,memes,-0.12,SIM,Template de memes - edite o texto como quiser
439,Eu tentando entender o mercado cripto depois da crise hídrica 🤡,memes,0.26,SIM,Template de memes - edite o texto como quiser
440,POV: você em Ribeirania tentando achar água 💧💧💧,memes,0.56,SIM,Template de memes - edite o texto como quiser
441,Ninguém: absolutamente ninguém: Grinch invadindo o Natal 🎄💚,memes,0.5,SIM,Template de memes - edite o texto como quiser
442,Quando o RiberTech Hub abriu e eu ainda não tenho startup 😭,memes,0.48,SIM,Template de memes - edite o texto como quiser
443,"Acordei achando que ia ser um dia normal, mas o Grinch chegou 🫠",memes,-0.03,SIM,Template de memes - edite o texto como quiser
444,RiberCoin subindo e meu coração também ❤️📈,memes,0.33,SIM,Template de memes - edite o texto como quiser
445,Segunda-feira em Ribeirania: café e caos ☕🔥,memes,0.13,SIM,Template de memes - edite o texto como quiser
446,Cada dia mais convencido que o tempo aqui passa em 2x speed ⏩,memes,0.51,SIM,Template de memes - edite o texto como quiser
447,"Depois do festival de música, minha energia social acabou 🎶😵",memes,0.37,SIM,Template de memes - edite o texto como quiser
448,"Vida de investidor em RBC: pump, crash, pump, crash... emoção todo dia 🎢",memes,-0.07,SIM,Template de memes - edite o texto como quiser
449,Natal em Ribeirania e eu ainda esperando o bônus cair 🎁,memes,0.07,SIM,Template de memes - edite o texto como quiser
450,Grinch 1 x 0 Espírito Natalino 💔,memes,0.27,SIM,Template de memes - edite o texto como quiser
451,Grinch invadiu Ribeirânia e levou meu 13º junto 💀,memes,0.26,SIM,Template de memes - edite o texto como quiser
452,Quando o pump da RiberCoin é real e você não comprou 😭,memes,0.09,SIM,Template de memes - edite o texto como quiser
453,BanBan Açaí salvando minha carteira depois do crash 😂,memes,-0.18,SIM,Template de memes - edite o texto como quiser
454,Eu tentando entender o mercado cripto depois da crise hídrica 🤡,memes,0.59,SIM,Template de memes - edite o texto como quiser
455,POV: você em Ribeirania tentando achar água 💧💧💧,memes,0.56,SIM,Template de memes - edite o texto como quiser
456,Ninguém: absolutamente ninguém: Grinch invadindo o Natal 🎄💚,memes,0.04,SIM,Template de memes - edite o texto como quiser
457,Quando o RiberTech Hub abriu e eu ainda não tenho startup 😭,memes,0.26,SIM,Template de memes - edite o texto como quiser
458,"Acordei achando que ia ser um dia normal, mas o Grinch chegou 🫠",memes,0.2,SIM,Template de memes - edite o texto como quiser
459,RiberCoin subindo e meu coração também ❤️📈,memes,0.28,SIM,Template de memes - edite o texto como quiser
460,Segunda-feira em Ribeirania: café e caos ☕🔥,memes,0.54,SIM,Template de memes - edite o texto como quiser
461,Cada dia mais convencido que o tempo aqui passa em 2x speed ⏩,memes,-0.06,SIM,Template de memes - edite o texto como quiser
462,"Depois do festival de música, minha energia social acabou 🎶😵",memes,0.5,SIM,Template de memes - edite o texto como quiser
463,"Vida de investidor em RBC: pump, crash, pump, crash... emoção todo dia 🎢",memes,0.13,SIM,Template de memes - edite o texto como quiser
464,Natal em Ribeirania e eu ainda esperando o bônus cair 🎁,memes,0.44,SIM,Template de memes - edite o texto como quiser
465,Grinch 1 x 0 Espírito Natalino 💔,memes,-0.18,SIM,Template de memes - edite o texto como quiser
466,Grinch invadiu Ribeirânia e levou meu 13º junto 💀,memes,-0.1,SIM,Template de memes - edite o texto como quiser
467,Quando o pump da RiberCoin é real e você não comprou 😭,memes,0.3,SIM,Template de memes - edite o texto como quiser
468,BanBan Açaí salvando minha carteira depois do crash 😂,memes,0.54,SIM,Template de memes - edite o texto como quiser
469,Eu tentando entender o mercado cripto depois da crise hídrica 🤡,memes,-0.05,SIM,Template de memes - edite o texto como quiser
470,POV: você em Ribeirania tentando achar água 💧💧💧,memes,0.54,SIM,Template de memes - edite o texto como quiser
471,Ninguém: absolutamente ninguém: Grinch invadindo o Natal 🎄💚,memes,0.6,SIM,Template de memes - edite o texto como quiser
472,Quando o RiberTech Hub abriu e eu ainda não tenho startup 😭,memes,0.12,SIM,Template de memes - edite o texto como quiser
473,"Acordei achando que ia ser um dia normal, mas o Grinch chegou 🫠",memes,-0.19,SIM,Template de memes - edite o texto como quiser
474,RiberCoin subindo e meu coração também ❤️📈,memes,0.38,SIM,Template de memes - edite o texto como quiser
475,Segunda-feira em Ribeirania: café e caos ☕🔥,memes,0.57,SIM,Template de memes - edite o texto como quiser
476,Cada dia mais convencido que o tempo aqui passa em 2x speed ⏩,memes,0.29,SIM,Template de memes - edite o texto como quiser
477,"Depois do festival de música, minha energia social acabou 🎶😵",memes,-0.17,SIM,Template de memes - edite o texto como quiser
478,"Vida de investidor em RBC: pump, crash, pump, crash... emoção todo dia 🎢",memes,0.42,SIM,Template de memes - edite o texto como quiser
479,Natal em Ribeirania e eu ainda esperando o bônus cair 🎁,memes,-0.18,SIM,Template de memes - edite o texto como quiser
480,Grinch 1 x 0 Espírito Natalino 💔,memes,-0.16,SIM,Template de memes - edite o texto como quiser
481,Grinch invadiu Ribeirânia e levou meu 13º junto 💀,memes,0.31,SIM,Template de memes - edite o texto como quiser
482,Quando o pump da RiberCoin é real e você não comprou 😭,memes,-0.09,SIM,Template de memes - edite o texto como quiser
483,BanBan Açaí salvando minha carteira depois do crash 😂,memes,0.35,SIM,Template de memes - edite o texto como quiser
484,Eu tentando entender o mercado cripto depois da crise hídrica 🤡,memes,0.52,SIM,Template de memes - edite o texto como quiser
485,POV: você em Ribeirania tentando achar água 💧💧💧,memes,0.53,SIM,Template de memes - edite o texto como quiser
486,Ninguém: absolutamente ninguém: Grinch invadindo o Natal 🎄💚,memes,0.39,SIM,Template de memes - edite o texto como quiser
487,Quando o RiberTech Hub abriu e eu ainda não tenho startup 😭,memes,0.03,SIM,Template de memes - edite o texto como quiser
488,"Acordei achando que ia ser um dia normal, mas o Grinch chegou 🫠",memes,0.46,SIM,Template de memes - edite o texto como quiser
489,RiberCoin subindo e meu coração também ❤️📈,memes,0.54,SIM,Template de memes - edite o texto como quiser
490,Segunda-feira em Ribeirania: café e caos ☕🔥,memes,0.03,SIM,Template de memes - edite o texto como quiser
491,Cada dia mais convencido que o tempo aqui passa em 2x speed ⏩,memes,-0.05,SIM,Template de memes - edite o texto como quiser
492,"Depois do festival de música, minha energia social acabou 🎶😵",memes,-0.04,SIM,Template de memes - edite o texto como quiser
493,"Vida de investidor em RBC: pump, crash, pump, crash... emoção todo dia 🎢",memes,0.42,SIM,Template de memes - edite o texto como quiser
494,Natal em Ribeirania e eu ainda esperando o bônus cair 🎁,memes,0.13,SIM,Template de memes - edite o texto como quiser
495,Grinch 1 x 0 Espírito Natalino 💔,memes,0.36,SIM,Template de memes - edite o texto como quiser
496,Grinch invadiu Ribeirânia e levou meu 13º junto 💀,memes,0.21,SIM,Template de memes - edite o texto como quiser
497,Quando o pump da RiberCoin é real e você não comprou 😭,memes,0.37,SIM,Template de memes - edite o texto como quiser
498,BanBan Açaí salvando minha carteira depois do crash 😂,memes,0.37,SIM,Template de memes - edite o texto como quiser
499,Eu tentando entender o mercado cripto depois da crise hídrica 🤡,memes,0.25,SIM,Template de memes - edite o texto como quiser
500,POV: você em Ribeirania tentando achar água 💧💧💧,memes,-0.15,SIM,Template de memes - edite o texto como quiser
501,Ninguém: absolutamente ninguém: Grinch invadindo o Natal 🎄💚,memes,0.29,SIM,Template de memes - edite o texto como quiser
502,Quando o RiberTech Hub abriu e eu ainda não tenho startup 😭,memes,0.41,SIM,Template de memes - edite o texto como quiser
503,"Acordei achando que ia ser um dia normal, mas o Grinch chegou 🫠",memes,0.28,SIM,Template de memes - edite o texto como quiser
504,RiberCoin subindo e meu coração também ❤️📈,memes,0.3,SIM,Template de memes - edite o texto como quiser
505,Segunda-feira em Ribeirania: café e caos ☕🔥,memes,0.2,SIM,Template de memes - edite o texto como quiser
506,Cada dia mais convencido que o tempo aqui passa em 2x speed ⏩,memes,0.33,SIM,Template de memes - edite o texto como quiser
507,"Depois do festival de música, minha energia social acabou 🎶😵",memes,-0.13,SIM,Template de memes - edite o texto como quiser
508,"Vida de investidor em RBC: pump, crash, pump, crash... emoção todo dia 🎢",memes,0.43,SIM,Template de memes - edite o texto como quiser
509,Natal em Ribeirania e eu ainda esperando o bônus cair 🎁,memes,0.39,SIM,Template de memes - edite o texto como quiser
510,Grinch 1 x 0 Espírito Natalino 💔,memes,0.2,SIM,Template de memes - edite o texto como quiser
511,Grinch invadiu Ribeirânia e levou meu 13º junto 💀,memes,0.24,SIM,Template de memes - edite o texto como quiser
512,Quando o pump da RiberCoin é real e você não comprou 😭,memes,0.09,SIM,Template de memes - edite o texto como quiser
513,BanBan Açaí salvando minha carteira depois do crash 😂,memes,0.27,SIM,Template de memes - edite o texto como quiser
514,Eu tentando entender o mercado cripto depois da crise hídrica 🤡,memes,0.48,SIM,Template de memes - edite o texto como quiser
515,POV: você em Ribeirania tentando achar água 💧💧💧,memes,0.16,SIM,Template de memes - edite o texto como quiser
516,Ninguém: absolutamente ninguém: Grinch invadindo o Natal 🎄💚,memes,0.07,SIM,Template de memes - edite o texto como quiser
517,Quando o RiberTech Hub abriu e eu ainda não tenho startup 😭,memes,0.48,SIM,Template de memes - edite o texto como quiser
518,"Acordei achando que ia ser um dia normal, mas o Grinch chegou 🫠",memes,0.31,SIM,Template de memes - edite o texto como quiser
519,RiberCoin subindo e meu coração também ❤️📈,memes,0.51,SIM,Template de memes - edite o texto como quiser
520,Segunda-feira em Ribeirania: café e caos ☕🔥,memes,0.34,SIM,Template de memes - edite o texto como quiser
521,Cada dia mais convencido que o tempo aqui passa em 2x speed ⏩,memes,-0.18,SIM,Template de memes - edite o texto como quiser
522,"Depois do festival de música, minha energia social acabou 🎶😵",memes,0.22,SIM,Template de memes - edite o texto como quiser
523,"Vida de investidor em RBC: pump, crash, pump, crash... emoção todo dia 🎢",memes,0.07,SIM,Template de memes - edite o texto como quiser
524,Natal em Ribeirania e eu ainda esperando o bônus cair 🎁,memes,0.59,SIM,Template de memes - edite o texto como quiser
525,Grinch 1 x 0 Espírito Natalino 💔,memes,0.5,SIM,Template de memes - edite o texto como quiser
526,Grinch invadiu Ribeirânia e levou meu 13º junto 💀,memes,0.47,SIM,Template de memes - edite o texto como quiser
527,Quando o pump da RiberCoin é real e você não comprou 😭,memes,0.2,SIM,Template de memes - edite o texto como quiser
528,BanBan Açaí salvando minha carteira depois do crash 😂,memes,0.1,SIM,Template de memes - edite o texto como quiser
529,Eu tentando entender o mercado cripto depois da crise hídrica 🤡,memes,0.22,SIM,Template de memes - edite o texto como quiser
530,POV: você em Ribeirania tentando achar água 💧💧💧,memes,0.14,SIM,Template de memes - edite o texto como quiser
531,Ninguém: absolutamente ninguém: Grinch invadindo o Natal 🎄💚,memes,0.19,SIM,Template de memes - edite o texto como quiser
532,Quando o RiberTech Hub abriu e eu ainda não tenho startup 😭,memes,0.41,SIM,Template de memes - edite o texto como quiser
533,"Acordei achando que ia ser um dia normal, mas o Grinch chegou 🫠",memes,-0.18,SIM,Template de memes - edite o texto como quiser
534,RiberCoin subindo e meu coração também ❤️📈,memes,0.44,SIM,Template de memes - edite o texto como quiser
535,Segunda-feira em Ribeirania: café e caos ☕🔥,memes,-0.11,SIM,Template de memes - edite o texto como quiser
536,Cada dia mais convencido que o tempo aqui passa em 2x speed ⏩,memes,-0.08,SIM,Template de memes - edite o texto como quiser
537,"Depois do festival de música, minha energia social acabou 🎶😵",memes,0.16,SIM,Template de memes - edite o texto como quiser
538,"Vida de investidor em RBC: pump, crash, pump, crash... emoção todo dia 🎢",memes,0.3,SIM,Template de memes - edite o texto como quiser
539,Natal em Ribeirania e eu ainda esperando o bônus cair 🎁,memes,0.59,SIM,Template de memes - edite o texto como quiser
540,Grinch 1 x 0 Espírito Natalino 💔,memes,0.31,SIM,Template de memes - edite o texto como quiser
541,Grinch invadiu Ribeirânia e levou meu 13º junto 💀,memes,0.4,SIM,Template de memes - edite o texto como quiser
542,Quando o pump da RiberCoin é real e você não comprou 😭,memes,0.15,SIM,Template de memes - edite o texto como quiser
543,BanBan Açaí salvando minha carteira depois do crash 😂,memes,0.53,SIM,Template de memes - edite o texto como quiser
544,Eu tentando entender o mercado cripto depois da crise hídrica 🤡,memes,0.48,SIM,Template de memes - edite o texto como quiser
545,POV: você em Ribeirania tentando achar água 💧💧💧,memes,0.1,SIM,Template de memes - edite o texto como quiser
546,Ninguém: absolutamente ninguém: Grinch invadindo o Natal 🎄💚,memes,0.54,SIM,Template de memes - edite o texto como quiser
547,Quando o RiberTech Hub abriu e eu ainda não tenho startup 😭,memes,0.46,SIM,Template de memes - edite o texto como quiser
548,"Acordei achando que ia ser um dia normal, mas o Grinch chegou 🫠",memes,0.26,SIM,Template de memes - edite o texto como quiser
549,RiberCoin subindo e meu coração também ❤️📈,memes,-0.07,SIM,Template de memes - edite o texto como quiser
550,Segunda-feira em Ribeirania: café e caos ☕🔥,memes,0.37,SIM,Template de memes - edite o texto como quiser
551,RiberCoin to the moon! 🚀 #RBC #CryptoRibeirania,crypto,0.47,SIM,Template de crypto - edite o texto como quiser
552,Aniversário da cidade impulsionando a RiberCoin! pump confirmado 💥,crypto,0.27,SIM,Template de crypto - edite o texto como quiser
553,RBC subindo forte depois da BanBan Açaí investir na cidade 💸,crypto,0.59,SIM,Template de crypto - edite o texto como quiser
554,RiberTech Hub = mais inovação = mais RiberCoin 💻📈,crypto,0.74,SIM,Template de crypto - edite o texto como quiser
555,Crise hídrica derrubou o mercado local 😭 mas RiberCoin se mantém firme 💪,crypto,0.52,SIM,Template de crypto - edite o texto como quiser
556,Grinch Invadiu Ribeirânia e o mercado reagiu 😂 crash natalino!,crypto,0.61,SIM,Template de crypto - edite o texto como quiser
557,Mega pump de aniversário! Quem segurou RBC tá rindo agora 😎,crypto,0.25,SIM,Template de crypto - edite o texto como quiser
558,Staking de RiberCoin tá rendendo bem esse mês 💰,crypto,0.76,SIM,Template de crypto - edite o texto como quiser
559,Volume de RBC explodindo após anúncio de novos investidores 🔥,crypto,0.38,SIM,Template de crypto - edite o texto como quiser
560,Quem acreditou em RBC desde o início tá feliz agora 😅,crypto,0.13,SIM,Template de crypto - edite o texto como quiser
561,Comparando SOL vs RBC: RiberCoin levando vantagem hoje 👀,crypto,-0.26,SIM,Template de crypto - edite o texto como quiser
562,Mercado cripto reagindo bem às notícias locais 📊,crypto,0.6,SIM,Template de crypto - edite o texto como quiser
563,Comunidade RBC mais unida do que nunca 🚀,crypto,0.45,SIM,Template de crypto - edite o texto como quiser
564,"RBC acima dos 0.9 novamente, bora comemorar! 🎉",crypto,0.65,SIM,Template de crypto - edite o texto como quiser
565,A economia de Ribeirania e a blockchain caminham juntas 💎,crypto,0.71,SIM,Template de crypto - edite o texto como quiser
566,RiberCoin to the moon! 🚀 #RBC #CryptoRibeirania,crypto,-0.02,SIM,Template de crypto - edite o texto como quiser
567,Aniversário da cidade impulsionando a RiberCoin! pump confirmado 💥,crypto,0.6,SIM,Template de crypto - edite o texto como quiser
568,RBC subindo forte depois da BanBan Açaí investir na cidade 💸,crypto,0.43,SIM,Template de crypto - edite o texto como quiser
569,RiberTech Hub = mais inovação = mais RiberCoin 💻📈,crypto,0.76,SIM,Template de crypto - edite o texto como quiser
570,Crise hídrica derrubou o mercado local 😭 mas RiberCoin se mantém firme 💪,crypto,0.45,SIM,Template de crypto - edite o texto como quiser
571,Grinch Invadiu Ribeirânia e o mercado reagiu 😂 crash natalino!,crypto,0.41,SIM,Template de crypto - edite o texto como quiser
572,Mega pump de aniversário! Quem segurou RBC tá rindo agora 😎,crypto,0.26,SIM,Template de crypto - edite o texto como quiser
573,Staking de RiberCoin tá rendendo bem esse mês 💰,crypto,0.08,SIM,Template de crypto - edite o texto como quiser
574,Volume de RBC explodindo após anúncio de novos investidores 🔥,crypto,-0.22,SIM,Template de crypto - edite o texto como quiser
575,Quem acreditou em RBC desde o início tá feliz agora 😅,crypto,-0.14,SIM,Template de crypto - edite o texto como quiser
576,Comparando SOL vs RBC: RiberCoin levando vantagem hoje 👀,crypto,0.63,SIM,Template de crypto - edite o texto como quiser
577,Mercado cripto reagindo bem às notícias locais 📊,crypto,-0.1,SIM,Template de crypto - edite o texto como quiser
578,Comunidade RBC mais unida do que nunca 🚀,crypto,0.69,SIM,Template de crypto - edite o texto como quiser
579,"RBC acima dos 0.9 novamente, bora comemorar! 🎉",crypto,0.47,SIM,Template de crypto - edite o texto como quiser
580,A economia de Ribeirania e a blockchain caminham juntas 💎,crypto,0.3,SIM,Template de crypto - edite o texto como quiser
581,RiberCoin to the moon! 🚀 #RBC #CryptoRibeirania,crypto,-0.21,SIM,Template de crypto - edite o texto como quiser
582,Aniversário da cidade impulsionando a RiberCoin! pump confirmado 💥,crypto,0.48,SIM,Template de crypto - edite o texto como quiser
583,RBC subindo forte depois da BanBan Açaí investir na cidade 💸,crypto,0.43,SIM,Template de crypto - edite o texto como quiser
584,RiberTech Hub = mais inovação = mais RiberCoin 💻📈,crypto,0.46,SIM,Template de crypto - edite o texto como quiser
585,Crise hídrica derrubou o mercado local 😭 mas RiberCoin se mantém firme 💪,crypto,-0.19,SIM,Template de crypto - edite o texto como quiser
586,Grinch Invadiu Ribeirânia e o mercado reagiu 😂 crash natalino!,crypto,-0.12,SIM,Template de crypto - edite o texto como quiser
587,Mega pump de aniversário! Quem segurou RBC tá rindo agora 😎,crypto,-0.29,SIM,Template de crypto - edite o texto como quiser
588,Staking de RiberCoin tá rendendo bem esse mês 💰,crypto,-0.23,SIM,Template de crypto - edite o texto como quiser
589,Volume de RBC explodindo após anúncio de novos investidores 🔥,crypto,-0.18,SIM,Template de crypto - edite o texto como quiser
590,Quem acreditou em RBC desde o início tá feliz agora 😅,crypto,0.05,SIM,Template de crypto - edite o texto como quiser
591,Comparando SOL vs RBC: RiberCoin levando vantagem hoje 👀,crypto,0.75,SIM,Template de crypto - edite o texto como quiser
592,Mercado cripto reagindo bem às notícias locais 📊,crypto,-0.11,SIM,Template de crypto - edite o texto como quiser
593,Comunidade RBC mais unida do que nunca 🚀,crypto,0.69,SIM,Template de crypto - edite o texto como quiser
594,"RBC acima dos 0.9 novamente, bora comemorar! 🎉",crypto,0.42,SIM,Template de crypto - edite o texto como quiser
595,A economia de Ribeirania e a blockchain caminham juntas 💎,crypto,0.03,SIM,Template de crypto - edite o texto como quiser
596,RiberCoin to the moon! 🚀 #RBC #CryptoRibeirania,crypto,0.76,SIM,Template de crypto - edite o texto como quiser
597,Aniversário da cidade impulsionando a RiberCoin! pump confirmado 💥,crypto,0.54,SIM,Template de crypto - edite o texto como quiser
598,RBC subindo forte depois da BanBan Açaí investir na cidade 💸,crypto,0.47,SIM,Template de crypto - edite o texto como quiser
599,RiberTech Hub = mais inovação = mais RiberCoin 💻📈,crypto,0.34,SIM,Template de crypto - edite o texto como quiser
600,Crise hídrica derrubou o mercado local 😭 mas RiberCoin se mantém firme 💪,crypto,0.08,SIM,Template de crypto - edite o texto como quiser
601,Grinch Invadiu Ribeirânia e o mercado reagiu 😂 crash natalino!,crypto,0.78,SIM,Template de crypto - edite o texto como quiser
602,Mega pump de aniversário! Quem segurou RBC tá rindo agora 😎,crypto,0.36,SIM,Template de crypto - edite o texto como quiser
603,Staking de RiberCoin tá rendendo bem esse mês 💰,crypto,0.1,SIM,Template de crypto - edite o texto como quiser
604,Volume de RBC explodindo após anúncio de novos investidores 🔥,crypto,0.11,SIM,Template de crypto - edite o texto como quiser
605,Quem acreditou em RBC desde o início tá feliz agora 😅,crypto,-0.19,SIM,Template de crypto - edite o texto como quiser
606,Comparando SOL vs RBC: RiberCoin levando vantagem hoje 👀,crypto,0.44,SIM,Template de crypto - edite o texto como quiser
607,Mercado cripto reagindo bem às notícias locais 📊,crypto,0.5,SIM,Template de crypto - edite o texto como quiser
608,Comunidade RBC mais unida do que nunca 🚀,crypto,0.03,SIM,Template de crypto - edite o texto como quiser
609,"RBC acima dos 0.9 novamente, bora comemorar! 🎉",crypto,0.69,SIM,Template de crypto - edite o texto como quiser
610,A economia de Ribeirania e a blockchain caminham juntas 💎,crypto,0.76,SIM,Template de crypto - edite o texto como quiser
611,RiberCoin to the moon! 🚀 #RBC #CryptoRibeirania,crypto,0.42,SIM,Template de crypto - edite o texto como quiser
612,Aniversário da cidade impulsionando a RiberCoin! pump confirmado 💥,crypto,0.34,SIM,Template de crypto - edite o texto como quiser
613,RBC subindo forte depois da BanBan Açaí investir na cidade 💸,crypto,0.06,SIM,Template de crypto - edite o texto como quiser
614,RiberTech Hub = mais inovação = mais RiberCoin 💻📈,crypto,0.67,SIM,Template de crypto - edite o texto como quiser
615,Crise hídrica derrubou o mercado local 😭 mas RiberCoin se mantém firme 💪,crypto,0.55,SIM,Template de crypto - edite o texto como quiser
616,Grinch Invadiu Ribeirânia e o mercado reagiu 😂 crash natalino!,crypto,0.33,SIM,Template de crypto - edite o texto como quiser
617,Mega pump de aniversário! Quem segurou RBC tá rindo agora 😎,crypto,-0.18,SIM,Template de crypto - edite o texto como quiser
618,Staking de RiberCoin tá rendendo bem esse mês 💰,crypto,0.27,SIM,Template de crypto - edite o texto como quiser
619,Volume de RBC explodindo após anúncio de novos investidores 🔥,crypto,-0.18,SIM,Template de crypto - edite o texto como quiser
620,Quem acreditou em RBC desde o início tá feliz agora 😅,crypto,0.22,SIM,Template de crypto - edite o texto como quiser
621,Comparando SOL vs RBC: RiberCoin levando vantagem hoje 👀,crypto,0.69,SIM,Template de crypto - edite o texto como quiser
622,Mercado cripto reagindo bem às notícias locais 📊,crypto,-0.21,SIM,Template de crypto - edite o texto como quiser
